Salary_Rank,uid,Player,First_Name,Last_Name,Player_Position,Abrv,Team,Salary
853.0,A.J. CannOG,A.J. Cann,A.J.,Cann,OG,JAX,Jacksonville Jaguars,805000
853.0,Earl WatfordOG,Earl Watford,Earl,Watford,OG,TB,Tampa Bay Buccaneers,805000
853.0,Phillip GainesCB,Phillip Gaines,Phillip,Gaines,CB,HOU,Houston Texans,805000
853.0,De'Anthony ThomasRB,De'Anthony Thomas,De'Anthony,Thomas,RB,2TM,,805000
853.0,Vince WilliamsILB,Vince Williams,Vince,Williams,ILB,PIT,Pittsburgh Steelers,805000
853.0,Lane JohnsonOT,Lane Johnson,Lane,Johnson,OT,PHI,Philadelphia Eagles,805000
853.0,Jordan RichardsSS,Jordan Richards,Jordan,Richards,SS,2TM,,805000
853.0,David FalesQB,David Fales,David,Fales,QB,NYJ,New York Jets,805000
853.0,Ryan GriffinQB,Ryan Griffin,Ryan,Griffin,QB,TB,Tampa Bay Buccaneers,805000
853.0,Richard RodgersTE,Richard Rodgers,Richard,Rodgers,TE,PHI,Philadelphia Eagles,805000
853.0,Danny SheltonDT,Danny Shelton,Danny,Shelton,DT,NE,New England Patriots,805000
853.0,Dontrelle InmanWR,Dontrelle Inman,Dontrelle,Inman,WR,2TM,,805000
853.0,James O'ShaughnessyTE,James O'Shaughnessy,James,O'Shaughnessy,TE,JAX,Jacksonville Jaguars,805000
853.0,Blake BellTE,Blake Bell,Blake,Bell,TE,KC,Kansas City Chiefs,805000
853.0,Cedric OgbuehiOT,Cedric Ogbuehi,Cedric,Ogbuehi,OT,JAX,Jacksonville Jaguars,805000
853.0,Caraun ReidDT,Caraun Reid,Caraun,Reid,DT,ARI,Arizona Cardinals,805000
853.0,T.J. JonesWR,T.J. Jones,T.J.,Jones,WR,NYG,New York Giants,805000
853.0,Michael OlaT,Michael Ola,Michael,Ola,T,NO,New Orleans Saints,805000
853.0,Sean MannionQB,Sean Mannion,Sean,Mannion,QB,MIN,Minnesota Vikings,805000
853.0,Ryan GroyOG,Ryan Groy,Ryan,Groy,OG,LAC,Los Angeles Chargers,805000
853.0,Tony BergstromOT,Tony Bergstrom,Tony,Bergstrom,OT,WAS,Washington Redskins,805000
853.0,Spencer WareRB,Spencer Ware,Spencer,Ware,RB,KC,Kansas City Chiefs,805000
853.0,D.J. AlexanderOLB,D.J. Alexander,D.J.,Alexander,OLB,JAX,Jacksonville Jaguars,805000
853.0,Tank CarradineDE,Tank Carradine,Tank,Carradine,DE,MIA,Miami Dolphins,805000
853.0,Blidi Wreh-WilsonCB,Blidi Wreh-Wilson,Blidi,Wreh-Wilson,CB,ATL,Atlanta Falcons,805000
853.0,Joe CardonaLS,Joe Cardona,Joe,Cardona,LS,NE,New England Patriots,805000
853.0,Josh RobinsonCB,Josh Robinson,Josh,Robinson,CB,JAX,Jacksonville Jaguars,805000
853.0,Kemal IshmaelDB,Kemal Ishmael,Kemal,Ishmael,DB,ATL,Atlanta Falcons,805000
853.0,Ty MontgomeryRB-WR,Ty Montgomery,Ty,Montgomery,RB-WR,NYJ,New York Jets,805000
853.0,Benson MayowaDE,Benson Mayowa,Benson,Mayowa,DE,LV,Las Vegas Raiders,805000
853.0,John JenkinsDT,John Jenkins,John,Jenkins,DT,MIA,Miami Dolphins,805000
853.0,Javorius AllenRB,Javorius Allen,Javorius,Allen,RB,NYG,New York Giants,805000
853.0,Justin HardyWR,Justin Hardy,Justin,Hardy,WR,ATL,Atlanta Falcons,805000
853.0,Levine ToiloloTE,Levine Toilolo,Levine,Toilolo,TE,SF,San Francisco 49ers,805000
853.0,William ComptonLB,William Compton,William,Compton,LB,LV,Las Vegas Raiders,805000
947.0,Ben PowersOL,Ben Powers,Ben,Powers,OL,BAL,Baltimore Ravens,802500
948.0,Ronald JonesRB,Ronald Jones,Ronald,Jones,RB,TB,Tampa Bay Buccaneers,801450
949.0,Michael PalardyP,Michael Palardy,Michael,Palardy,P,CAR,Carolina Panthers,800000
949.0,Sheldrick RedwineS,Sheldrick Redwine,Sheldrick,Redwine,S,CLE,Cleveland Browns,800000
951.0,James DanielsC,James Daniels,James,Daniels,C,CHI,Chicago Bears,795916
952.0,Dan FeeneyOG,Dan Feeney,Dan,Feeney,OG,LAC,Los Angeles Chargers,793000
953.0,Isaiah JohnsonCB,Isaiah Johnson,Isaiah,Johnson,CB,LV,Las Vegas Raiders,792500
954.0,Courtland SuttonWR,Courtland Sutton,Courtland,Sutton,WR,DEN,Denver Broncos,790996
955.0,Harold LandryOLB,Harold Landry,Harold,Landry,OLB,TEN,Tennessee Titans,786077
956.0,Mike GesickiTE,Mike Gesicki,Mike,Gesicki,TE,MIA,Miami Dolphins,780542
957.0,Marcus DavenportDE,Marcus Davenport,Marcus,Davenport,DE,NO,New Orleans Saints,779632
958.0,Kerryon JohnsonRB,Kerryon Johnson,Kerryon,Johnson,RB,DET,Detroit Lions,775622
959.0,Alex TanneyQB,Alex Tanney,Alex,Tanney,QB,NYG,New York Giants,775000
960.0,Taywan TaylorWR,Taywan Taylor,Taywan,Taylor,WR,CLE,Cleveland Browns,773500
961.0,Dante PettisWR,Dante Pettis,Dante,Pettis,WR,SF,San Francisco 49ers,770934
962.0,Josh JacksonCB,Josh Jackson,Josh,Jackson,CB,GB,Green Bay Packers,764368
963.0,Jordan WillisDE,Jordan Willis,Jordan,Willis,DE,NYJ,New York Jets,754750
964.0,Eric TomlinsonTE,Eric Tomlinson,Eric,Tomlinson,TE,3TM,,750000
964.0,Akeem KingDB,Akeem King,Akeem,King,DB,SEA,Seattle Seahawks,750000
964.0,Ben BrauneckerTE,Ben Braunecker,Ben,Braunecker,TE,CHI,Chicago Bears,750000
967.0,Isaac SeumaloOG,Isaac Seumalo,Isaac,Seumalo,OG,PHI,Philadelphia Eagles,749000
968.0,Christian KirkWR,Christian Kirk,Christian,Kirk,WR,ARI,Arizona Cardinals,747948
969.0,C.J. ProsiseRB,C.J. Prosise,C.J.,Prosise,RB,SEA,Seattle Seahawks,745000
970.0,Uchenna NwosuOLB,Uchenna Nwosu,Uchenna,Nwosu,OLB,LAC,Los Angeles Chargers,741799
971.0,Chris WormleyDT,Chris Wormley,Chris,Wormley,DT,BAL,Baltimore Ravens,736000
971.0,Nick VannettTE,Nick Vannett,Nick,Vannett,TE,2TM,,736000
973.0,Dallas GoedertTE,Dallas Goedert,Dallas,Goedert,TE,PHI,Philadelphia Eagles,735649
974.0,Connor WilliamsOT,Connor Williams,Connor,Williams,OT,DAL,Dallas Cowboys,729500
975.0,Duke RileyOLB,Duke Riley,Duke,Riley,OLB,2TM,,726500
976.0,Anthony MillerWR,Anthony Miller,Anthony,Miller,WR,CHI,Chicago Bears,723350
977.0,Darius JenningsWR,Darius Jennings,Darius,Jennings,WR,TEN,Tennessee Titans,720000
977.0,B.J. GoodsonOLB,B.J. Goodson,B.J.,Goodson,OLB,GB,Green Bay Packers,720000
977.0,Bryan WitzmannT,Bryan Witzmann,Bryan,Witzmann,T,CAR,Carolina Panthers,720000
977.0,Josh AndrewsG,Josh Andrews,Josh,Andrews,G,IND,Indianapolis Colts,720000
977.0,DeAndre WashingtonRB,DeAndre Washington,DeAndre,Washington,RB,LV,Las Vegas Raiders,720000
977.0,Darian ThompsonFS,Darian Thompson,Darian,Thompson,FS,DAL,Dallas Cowboys,720000
977.0,Marqui ChristianSS,Marqui Christian,Marqui,Christian,SS,LAR,Los Angeles Rams,720000
977.0,Jakeem GrantWR,Jakeem Grant,Jakeem,Grant,WR,MIA,Miami Dolphins,720000
977.0,Darren WallerWR,Darren Waller,Darren,Waller,WR,LV,Las Vegas Raiders,720000
977.0,David FluellenRB,David Fluellen,David,Fluellen,RB,TEN,Tennessee Titans,720000
977.0,Cody CoreWR,Cody Core,Cody,Core,WR,NYG,New York Giants,720000
977.0,Jamie MederDT,Jamie Meder,Jamie,Meder,DT,DET,Detroit Lions,720000
977.0,Curtis RileyCB,Curtis Riley,Curtis,Riley,CB,LV,Las Vegas Raiders,720000
977.0,Damiere ByrdWR,Damiere Byrd,Damiere,Byrd,WR,ARI,Arizona Cardinals,720000
977.0,Clayton FejedelemFS,Clayton Fejedelem,Clayton,Fejedelem,FS,CIN,Cincinnati Bengals,720000
977.0,Senorise PerryRB,Senorise Perry,Senorise,Perry,RB,BUF,Buffalo Bills,720000
977.0,Devontae BookerRB,Devontae Booker,Devontae,Booker,RB,DEN,Denver Broncos,720000
977.0,Jihad WardDE,Jihad Ward,Jihad,Ward,DE,2TM,,720000
977.0,Danny VitaleFB,Danny Vitale,Danny,Vitale,FB,GB,Green Bay Packers,720000
977.0,Ibraheim CampbellSS,Ibraheim Campbell,Ibraheim,Campbell,SS,GB,Green Bay Packers,720000
977.0,Joey BosaDE,Joey Bosa,Joey,Bosa,DE,LAC,Los Angeles Chargers,720000
977.0,Jerald HawkinsOT,Jerald Hawkins,Jerald,Hawkins,OT,TB,Tampa Bay Buccaneers,720000
977.0,Shilique CalhounDE,Shilique Calhoun,Shilique,Calhoun,DE,NE,New England Patriots,720000
977.0,Seth DevalveTE,Seth Devalve,Seth,Devalve,TE,JAX,Jacksonville Jaguars,720000
977.0,Miles KillebrewSS,Miles Killebrew,Miles,Killebrew,SS,DET,Detroit Lions,720000
977.0,Chris MooreWR,Chris Moore,Chris,Moore,WR,BAL,Baltimore Ravens,720000
977.0,Brett JonesC,Brett Jones,Brett,Jones,C,MIN,Minnesota Vikings,720000
977.0,Andrew BillingsDT,Andrew Billings,Andrew,Billings,DT,CIN,Cincinnati Bengals,720000
977.0,Kavon FrazierFS,Kavon Frazier,Kavon,Frazier,FS,DAL,Dallas Cowboys,720000
977.0,Luke RhodesLB,Luke Rhodes,Luke,Rhodes,LB,IND,Indianapolis Colts,720000
977.0,Wendell SmallwoodRB,Wendell Smallwood,Wendell,Smallwood,RB,WAS,Washington Redskins,720000
977.0,Jayron KearseSS,Jayron Kearse,Jayron,Kearse,SS,MIN,Minnesota Vikings,720000
977.0,John WetzelT,John Wetzel,John,Wetzel,T,ATL,Atlanta Falcons,720000
977.0,Deon BushFS,Deon Bush,Deon,Bush,FS,CHI,Chicago Bears,720000
977.0,Patrick ScalesLS,Patrick Scales,Patrick,Scales,LS,CHI,Chicago Bears,720000
977.0,Clive WalfordTE,Clive Walford,Clive,Walford,TE,MIA,Miami Dolphins,720000
977.0,MyCole PruittTE,MyCole Pruitt,MyCole,Pruitt,TE,TEN,Tennessee Titans,720000
977.0,Romeo OkwaraDE,Romeo Okwara,Romeo,Okwara,DE,DET,Detroit Lions,720000
977.0,James FerentzC,James Ferentz,James,Ferentz,C,NE,New England Patriots,720000
977.0,Jeff DriskelQB,Jeff Driskel,Jeff,Driskel,QB,DET,Detroit Lions,720000
977.0,Joe DahlOG,Joe Dahl,Joe,Dahl,OG,DET,Detroit Lions,720000
977.0,Javien ElliottCB,Javien Elliott,Javien,Elliott,CB,CAR,Carolina Panthers,720000
977.0,Kameron CanadayLS,Kameron Canaday,Kameron,Canaday,LS,PIT,Pittsburgh Steelers,720000
977.0,Lac EdwardsP,Lac Edwards,Lac,Edwards,P,NYJ,New York Jets,720000
977.0,T.J. GreenFS,T.J. Green,T.J.,Green,FS,2TM,,720000
977.0,Ameer AbdullahRB,Ameer Abdullah,Ameer,Abdullah,RB,MIN,Minnesota Vikings,720000
977.0,Pharoh CooperWR,Pharoh Cooper,Pharoh,Cooper,WR,2TM,,720000
977.0,Hassan RidgewayDT,Hassan Ridgeway,Hassan,Ridgeway,DT,PHI,Philadelphia Eagles,720000
977.0,Rick LovatoLS,Rick Lovato,Rick,Lovato,LS,PHI,Philadelphia Eagles,720000
977.0,Paul PerkinsRB,Paul Perkins,Paul,Perkins,RB,DET,Detroit Lions,720000
977.0,Stephen WeatherlyOLB,Stephen Weatherly,Stephen,Weatherly,OLB,MIN,Minnesota Vikings,720000
977.0,Damien WilsonILB,Damien Wilson,Damien,Wilson,ILB,KC,Kansas City Chiefs,720000
977.0,C.J. GoodwinWR,C.J. Goodwin,C.J.,Goodwin,WR,DAL,Dallas Cowboys,720000
977.0,Kamu Grugier-HillOLB,Kamu Grugier-Hill,Kamu,Grugier-Hill,OLB,PHI,Philadelphia Eagles,720000
977.0,Tyrell AdamsLB,Tyrell Adams,Tyrell,Adams,LB,HOU,Houston Texans,720000
977.0,Anthony ZettelDE,Anthony Zettel,Anthony,Zettel,DE,2TM,,720000
977.0,Joel HeathDT,Joel Heath,Joel,Heath,DT,HOU,Houston Texans,720000
977.0,Briean Boddy-CalhounDB,Briean Boddy-Calhoun,Briean,Boddy-Calhoun,DB,2TM,,720000
977.0,Sheldon DayDT,Sheldon Day,Sheldon,Day,DT,SF,San Francisco 49ers,720000
977.0,Kentrell BrothersILB,Kentrell Brothers,Kentrell,Brothers,ILB,MIN,Minnesota Vikings,720000
977.0,Jonathan WilliamsRB,Jonathan Williams,Jonathan,Williams,RB,IND,Indianapolis Colts,720000
977.0,Ted KarrasOG,Ted Karras,Ted,Karras,OG,NE,New England Patriots,720000
977.0,Andy JanovichFB,Andy Janovich,Andy,Janovich,FB,DEN,Denver Broncos,720000
977.0,Tyler ErvinRB,Tyler Ervin,Tyler,Ervin,RB,2TM,,720000
977.0,Ronald BlairDE,Ronald Blair,Ronald,Blair,DE,SF,San Francisco 49ers,720000
977.0,Dwayne WashingtonRB,Dwayne Washington,Dwayne,Washington,RB,NO,New Orleans Saints,720000
977.0,Carson WentzQB,Carson Wentz,Carson,Wentz,QB,PHI,Philadelphia Eagles,720000
977.0,DeAndre Houston-CarsonFS,DeAndre Houston-Carson,DeAndre,Houston-Carson,FS,CHI,Chicago Bears,720000
977.0,Mike ThomasWR,Mike Thomas,Mike,Thomas,WR,LAR,Los Angeles Rams,720000
977.0,Andrew AdamsFS,Andrew Adams,Andrew,Adams,FS,TB,Tampa Bay Buccaneers,720000
977.0,Riley DixonP,Riley Dixon,Riley,Dixon,P,NYG,New York Giants,720000
977.0,Ben KoyackTE,Ben Koyack,Ben,Koyack,TE,JAX,Jacksonville Jaguars,720000
977.0,Jayrone ElliottLB,Jayrone Elliott,Jayrone,Elliott,LB,PIT,Pittsburgh Steelers,720000
977.0,Trevor DavisWR,Trevor Davis,Trevor,Davis,WR,3TM,,720000
977.0,LeShaun SimsCB,LeShaun Sims,LeShaun,Sims,CB,TEN,Tennessee Titans,720000
977.0,Sharrod NeasmanS,Sharrod Neasman,Sharrod,Neasman,S,ATL,Atlanta Falcons,720000
977.0,Hroniss GrasuC,Hroniss Grasu,Hroniss,Grasu,C,BAL,Baltimore Ravens,720000
977.0,Derek WattFB,Derek Watt,Derek,Watt,FB,LAC,Los Angeles Chargers,720000
977.0,DeForest BucknerDT,DeForest Buckner,DeForest,Buckner,DT,SF,San Francisco 49ers,720000
977.0,Parker EhingerOG,Parker Ehinger,Parker,Ehinger,OG,BAL,Baltimore Ravens,720000
977.0,Cre'von LeBlancDB,Cre'von LeBlanc,Cre'von,LeBlanc,DB,PHI,Philadelphia Eagles,720000
977.0,Tyler MatakevichILB,Tyler Matakevich,Tyler,Matakevich,ILB,PIT,Pittsburgh Steelers,720000
977.0,Justin March-LillardLB,Justin March-Lillard,Justin,March-Lillard,LB,DAL,Dallas Cowboys,720000
977.0,Maurice CanadyCB,Maurice Canady,Maurice,Canady,CB,2TM,,720000
1061.0,Kemoko TurayOLB,Kemoko Turay,Kemoko,Turay,OLB,IND,Indianapolis Colts,717200
1062.0,Alex AnzaloneOLB,Alex Anzalone,Alex,Anzalone,OLB,NO,New Orleans Saints,717000
1063.0,Zach GentryTE,Zach Gentry,Zach,Gentry,TE,PIT,Pittsburgh Steelers,715000
1064.0,M.J. StewartCB,M.J. Stewart,M.J.,Stewart,CB,TB,Tampa Bay Buccaneers,711051
1065.0,Dre GreenlawLB,Dre Greenlaw,Dre,Greenlaw,LB,SF,San Francisco 49ers,710000
1066.0,Hunter RenfrowWR,Hunter Renfrow,Hunter,Renfrow,WR,LV,Las Vegas Raiders,707500
1067.0,Jessie BatesFS,Jessie Bates,Jessie,Bates,FS,CIN,Cincinnati Bengals,704901
1068.0,Daylon MackDL,Daylon Mack,Daylon,Mack,DL,BAL,Baltimore Ravens,704500
1069.0,Cameron SmithLB,Cameron Smith,Cameron,Smith,LB,MIN,Minnesota Vikings,702500
1070.0,E.J. SpeedLB,E.J. Speed,E.J.,Speed,LB,IND,Indianapolis Colts,700000
1070.0,Kerry HyderDT,Kerry Hyder,Kerry,Hyder,DT,DAL,Dallas Cowboys,700000
1070.0,Reid FergusonLS,Reid Ferguson,Reid,Ferguson,LS,BUF,Buffalo Bills,700000
1070.0,Matt LaCosseTE,Matt LaCosse,Matt,LaCosse,TE,NE,New England Patriots,700000
1074.0,Donte JacksonCB,Donte Jackson,Donte,Jackson,CB,CAR,Carolina Panthers,698751
1075.0,Duke DawsonCB,Duke Dawson,Duke,Dawson,CB,DEN,Denver Broncos,695676
1076.0,P.J. HallDT,P.J. Hall,P.J.,Hall,DT,LV,Las Vegas Raiders,693830
1077.0,Isaiah OliverCB,Isaiah Oliver,Isaiah,Oliver,CB,ATL,Atlanta Falcons,690757
1078.0,Tim WilliamsOLB,Tim Williams,Tim,Williams,OLB,2TM,,690000
1079.0,Tarell BashamDE,Tarell Basham,Tarell,Basham,DE,NYJ,New York Jets,687500
1080.0,Derrius GuiceRB,Derrius Guice,Derrius,Guice,RB,WAS,Washington Redskins,686452
1081.0,James WashingtonWR,James Washington,James,Washington,WR,PIT,Pittsburgh Steelers,684607
1082.0,Fabian MoreauCB,Fabian Moreau,Fabian,Moreau,CB,WAS,Washington Redskins,684000
1083.0,DJ CharkWR,DJ Chark,DJ,Chark,WR,JAX,Jacksonville Jaguars,682147
1084.0,Brian O'NeillOT,Brian O'Neill,Brian,O'Neill,OT,MIN,Minnesota Vikings,680302
1085.0,Shaquill GriffinDB,Shaquill Griffin,Shaquill,Griffin,DB,SEA,Seattle Seahawks,680000
1086.0,Kaden SmithTE,Kaden Smith,Kaden,Smith,TE,NYG,New York Giants,679750
1087.0,Carlton DavisCB,Carlton Davis,Carlton,Davis,CB,TB,Tampa Bay Buccaneers,679687
1088.0,Eddie VanderdoesDT,Eddie Vanderdoes,Eddie,Vanderdoes,DT,HOU,Houston Texans,679000
1089.0,Tyquan LewisDE,Tyquan Lewis,Tyquan,Lewis,DE,IND,Indianapolis Colts,678457
1090.0,Delano HillFS,Delano Hill,Delano,Hill,FS,SEA,Seattle Seahawks,678000
1091.0,Cameron SuttonCB,Cameron Sutton,Cameron,Sutton,CB,PIT,Pittsburgh Steelers,677400
1092.0,Chris GodwinWR,Chris Godwin,Chris,Godwin,WR,TB,Tampa Bay Buccaneers,677000
1092.0,John JohnsonS,John Johnson,John,Johnson,S,LAR,Los Angeles Rams,677000
1094.0,Kenny GolladayWR,Kenny Golladay,Kenny,Golladay,WR,DET,Detroit Lions,676000
1095.0,Jourdan LewisCB,Jourdan Lewis,Jourdan,Lewis,CB,DAL,Dallas Cowboys,675000
1096.0,Justin SkuleOT,Justin Skule,Justin,Skule,OT,SF,San Francisco 49ers,672500
1096.0,Ka'dar HollmanCB,Ka'dar Hollman,Ka'dar,Hollman,CB,GB,Green Bay Packers,672500
1098.0,Chad WilliamsWR,Chad Williams,Chad,Williams,WR,IND,Indianapolis Colts,671500
1099.0,Montravius AdamsDT,Montravius Adams,Montravius,Adams,DT,GB,Green Bay Packers,671000
1100.0,Armon WattsDL,Armon Watts,Armon,Watts,DL,MIN,Minnesota Vikings,670000
1100.0,Dexter WilliamsRB,Dexter Williams,Dexter,Williams,RB,GB,Green Bay Packers,670000
1100.0,Marcus EppsS,Marcus Epps,Marcus,Epps,S,2TM,,670000
1100.0,Rasul DouglasCB,Rasul Douglas,Rasul,Douglas,CB,PHI,Philadelphia Eagles,670000
1104.0,Jonnu SmithTE,Jonnu Smith,Jonnu,Smith,TE,TEN,Tennessee Titans,669000
1105.0,Trey HendricksonDE,Trey Hendrickson,Trey,Hendrickson,DE,NO,New Orleans Saints,668000
1105.0,James ConnerRB,James Conner,James,Conner,RB,PIT,Pittsburgh Steelers,668000
1107.0,Brandon ParkerOT,Brandon Parker,Brandon,Parker,OT,LV,Las Vegas Raiders,666152
1108.0,Lorenzo CarterDE,Lorenzo Carter,Lorenzo,Carter,DE,NYG,New York Giants,665613
1109.0,Sam BealNULL,Sam Beal,Sam,Beal,NULL,NYG,New York Giants,665559
1110.0,Chad ThomasDE,Chad Thomas,Chad,Thomas,DE,CLE,Cleveland Browns,665000
1111.0,Justin ReidFS,Justin Reid,Justin,Reid,FS,HOU,Houston Texans,664979
1112.0,B.J. HillDT,B.J. Hill,B.J.,Hill,DT,NYG,New York Giants,664345
1113.0,Fred WarnerOLB,Fred Warner,Fred,Warner,OLB,SF,San Francisco 49ers,663137
1114.0,Ulysees GilbertLB,Ulysees Gilbert,Ulysees,Gilbert,LB,PIT,Pittsburgh Steelers,661750
1115.0,Royce FreemanRB,Royce Freeman,Royce,Freeman,RB,DEN,Denver Broncos,661000
1116.0,Mason RudolphQB,Mason Rudolph,Mason,Rudolph,QB,PIT,Pittsburgh Steelers,658267
1117.0,Nathan ShepherdDT,Nathan Shepherd,Nathan,Shepherd,DT,NYJ,New York Jets,656000
1118.0,Jerome BakerOLB,Jerome Baker,Jerome,Baker,OLB,MIA,Miami Dolphins,654000
1119.0,Ty SummersLB,Ty Summers,Ty,Summers,LB,GB,Green Bay Packers,652500
1120.0,Olabisi JohnsonWR,Olabisi Johnson,Olabisi,Johnson,WR,MIN,Minnesota Vikings,647500
1121.0,Geron ChristianOT,Geron Christian,Geron,Christian,OT,WAS,Washington Redskins,647000
1122.0,Tyler OttLS,Tyler Ott,Tyler,Ott,LS,SEA,Seattle Seahawks,645000
1122.0,Rigoberto SanchezP,Rigoberto Sanchez,Rigoberto,Sanchez,P,IND,Indianapolis Colts,645000
1122.0,Tanzel SmartDT,Tanzel Smart,Tanzel,Smart,DT,LAR,Los Angeles Rams,645000
1122.0,Thomas HennessyLS,Thomas Hennessy,Thomas,Hennessy,LS,NYJ,New York Jets,645000
1122.0,Isaiah IrvingOLB,Isaiah Irving,Isaiah,Irving,OLB,CHI,Chicago Bears,645000
1122.0,Ryan SwitzerWR,Ryan Switzer,Ryan,Switzer,WR,PIT,Pittsburgh Steelers,645000
1122.0,Wayne GallmanRB,Wayne Gallman,Wayne,Gallman,RB,NYG,New York Giants,645000
1122.0,Chase RoullierC,Chase Roullier,Chase,Roullier,C,WAS,Washington Redskins,645000
1122.0,Dylan ColeLB,Dylan Cole,Dylan,Cole,LB,HOU,Houston Texans,645000
1122.0,Matt FeilerT,Matt Feiler,Matt,Feiler,T,PIT,Pittsburgh Steelers,645000
1122.0,Jordan EvansILB,Jordan Evans,Jordan,Evans,ILB,CIN,Cincinnati Bengals,645000
1122.0,Rayshawn JenkinsFS,Rayshawn Jenkins,Rayshawn,Jenkins,FS,LAC,Los Angeles Chargers,645000
1122.0,Elijah WilkinsonOT,Elijah Wilkinson,Elijah,Wilkinson,OT,DEN,Denver Broncos,645000
1122.0,Josh Harvey-ClemonsSS,Josh Harvey-Clemons,Josh,Harvey-Clemons,SS,WAS,Washington Redskins,645000
1122.0,Austin CarrWR,Austin Carr,Austin,Carr,WR,NO,New Orleans Saints,645000
1122.0,Isaac RochellDE,Isaac Rochell,Isaac,Rochell,DE,LAC,Los Angeles Chargers,645000
1122.0,Sam TeviOT,Sam Tevi,Sam,Tevi,OT,LAC,Los Angeles Chargers,645000
1122.0,Eric WilsonILB,Eric Wilson,Eric,Wilson,ILB,MIN,Minnesota Vikings,645000
1122.0,Mason SchreckTE,Mason Schreck,Mason,Schreck,TE,CIN,Cincinnati Bengals,645000
1122.0,Damontae KazeeCB,Damontae Kazee,Damontae,Kazee,CB,ATL,Atlanta Falcons,645000
1122.0,Roy Robertson-HarrisLB,Roy Robertson-Harris,Roy,Robertson-Harris,LB,CHI,Chicago Bears,645000
1122.0,Conor McDermottOT,Conor McDermott,Conor,McDermott,OT,NYJ,New York Jets,645000
1122.0,Kendrick BourneWR,Kendrick Bourne,Kendrick,Bourne,WR,SF,San Francisco 49ers,645000
1122.0,Darrell DanielsTE,Darrell Daniels,Darrell,Daniels,TE,ARI,Arizona Cardinals,645000
1122.0,Devin SmithWR,Devin Smith,Devin,Smith,WR,DAL,Dallas Cowboys,645000
1122.0,Colin HolbaLS,Colin Holba,Colin,Holba,LS,2TM,,645000
1122.0,Kyle PekoDT,Kyle Peko,Kyle,Peko,DT,2TM,,645000
1122.0,Blake JarwinTE,Blake Jarwin,Blake,Jarwin,TE,DAL,Dallas Cowboys,645000
1122.0,Trevon ColeyDL,Trevon Coley,Trevon,Coley,DL,IND,Indianapolis Colts,645000
1122.0,Deatrich WiseDE,Deatrich Wise,Deatrich,Wise,DE,NE,New England Patriots,645000
1122.0,T.J. LoganRB,T.J. Logan,T.J.,Logan,RB,TB,Tampa Bay Buccaneers,645000
1122.0,David SharpeOT,David Sharpe,David,Sharpe,OT,LV,Las Vegas Raiders,645000
1122.0,Desmond KingFS,Desmond King,Desmond,King,FS,LAC,Los Angeles Chargers,645000
1122.0,Chris CarsonRB,Chris Carson,Chris,Carson,RB,SEA,Seattle Seahawks,645000
1122.0,Jerome CunninghamTE,Jerome Cunningham,Jerome,Cunningham,TE,WAS,Washington Redskins,645000
1122.0,Anthony WalkerLB,Anthony Walker,Anthony,Walker,LB,IND,Indianapolis Colts,645000
1122.0,Marvin HallWR,Marvin Hall,Marvin,Hall,WR,DET,Detroit Lions,645000
1122.0,Michael DavisNULL,Michael Davis,Michael,Davis,NULL,LAC,Los Angeles Chargers,645000
1122.0,Solomon ThomasDE,Solomon Thomas,Solomon,Thomas,DE,SF,San Francisco 49ers,645000
1122.0,Jalen Reeves-MaybinOLB,Jalen Reeves-Maybin,Jalen,Reeves-Maybin,OLB,DET,Detroit Lions,645000
1122.0,Donte DeayonDB,Donte Deayon,Donte,Deayon,DB,LAR,Los Angeles Rams,645000
1122.0,Jeremy SprinkleTE,Jeremy Sprinkle,Jeremy,Sprinkle,TE,WAS,Washington Redskins,645000
1122.0,Carroll PhillipsOLB,Carroll Phillips,Carroll,Phillips,OLB,WAS,Washington Redskins,645000
1122.0,Alex ArmahFB,Alex Armah,Alex,Armah,FB,CAR,Carolina Panthers,645000
1122.0,Bryan CoxDE,Bryan Cox,Bryan,Cox,DE,2TM,,645000
1122.0,Caleb BrantleyDT,Caleb Brantley,Caleb,Brantley,DT,WAS,Washington Redskins,645000
1122.0,C.J. HamRB,C.J. Ham,C.J.,Ham,RB,MIN,Minnesota Vikings,645000
1122.0,Johnny HoltonWR,Johnny Holton,Johnny,Holton,WR,PIT,Pittsburgh Steelers,645000
1122.0,James BurgessLB,James Burgess,James,Burgess,LB,NYJ,New York Jets,645000
1122.0,Isaiah McKenzieWR,Isaiah McKenzie,Isaiah,McKenzie,WR,BUF,Buffalo Bills,645000
1122.0,Nathan GerrySS,Nathan Gerry,Nathan,Gerry,SS,PHI,Philadelphia Eagles,645000
1122.0,Ricky Seals-JonesWR,Ricky Seals-Jones,Ricky,Seals-Jones,WR,CLE,Cleveland Browns,645000
1122.0,Devante BondOLB,Devante Bond,Devante,Bond,OLB,2TM,,645000
1122.0,Mitchell TrubiskyQB,Mitchell Trubisky,Mitchell,Trubisky,QB,CHI,Chicago Bears,645000
1122.0,Torry McTyerCB,Torry McTyer,Torry,McTyer,CB,CIN,Cincinnati Bengals,645000
1122.0,Marlon MackRB,Marlon Mack,Marlon,Mack,RB,IND,Indianapolis Colts,645000
1122.0,Zach BannerOG,Zach Banner,Zach,Banner,OG,PIT,Pittsburgh Steelers,645000
1122.0,Rudy FordS,Rudy Ford,Rudy,Ford,S,PHI,Philadelphia Eagles,645000
